# This file is semicolon delimited
StanFunction; Arguments; ReturnType; Page
Phi;(real x);real;326
Phi_approx;(real x);real;327
abs;(int x);int;311
abs;(real x);real;319
acos;(real x);real;324
acosh;(real x);real;325
append_col;(matrix x, matrix y);matrix;354
append_col;(matrix x, vector y);matrix;354
append_col;(row_vector x, row_vector y);row_vector;354
append_col;(vector x, matrix y);matrix;354
append_col;(vector x, vector y);matrix;354
append_row;(matrix x, matrix y);matrix;354
append_row;(matrix x, row_vector y);matrix;354
append_row;(row_vector x, matrix y);matrix;354
append_row;(row_vector x, row_vector y);matrix;354
append_row;(vector x, vector y);vector;355
asin;(real x);real;324
asinh;(real x);real;325
atan2;(real x, real y);real;324
atan;(real x);real;324
atanh;(real x);real;325
bernoulli;~;real;372
bernoulli_ccdf_log;(ints y, reals theta);real;372
bernoulli_cdf;(ints y, reals theta);real;372
bernoulli_cdf_log;(ints y, reals theta);real;372
bernoulli_log;(ints y, reals theta);real;372
bernoulli_logit;~;real;373
bernoulli_logit_log;(ints y, reals alpha);real;373
bernoulli_rng;(real theta);int;372
bessel_first_kind;(int v, real x);real;329
bessel_second_kind;(int v, real x);real;330
beta;~;real;407
beta_binomial;~;real;376
beta_binomial_ccdf_log;(ints n, ints N, reals alpha, reals beta);real;377
beta_binomial_cdf;(ints n, ints N, reals alpha, reals beta);real;376
beta_binomial_cdf_log;(ints n, ints N, reals alpha, reals beta);real;377
beta_binomial_log;(ints n, ints N, reals alpha, reals beta);real;376
beta_binomial_rng;(int N, real alpha, real beta);int;377
beta_ccdf_log;(reals theta, reals alpha, reals beta);real;407
beta_cdf;(reals theta, reals alpha, reals beta);real;407
beta_cdf_log;(reals theta, reals alpha, reals beta);real;407
beta_log;(reals theta, reals alpha, reals beta);real;407
beta_rng;(real alpha, real beta);real;408
binary_log_loss;(int y, real y_hat);real;327
binomial;~;real;374
binomial_ccdf_log;(ints n, ints N, reals theta);real;375
binomial_cdf;(ints n, ints N, reals theta);real;374
binomial_cdf_log;(ints n, ints N, reals theta);real;375
binomial_coefficient_log;(real x, real y);real;329
binomial_log;(ints n, ints N, reals theta);real;374
binomial_logit;~;real;376
binomial_logit_log;(ints n, ints N, reals alpha);real;376
binomial_rng;(int N, real theta);int;375
block;(matrix x, int i, int j, int n_rows, int n_cols);matrix;352
categorical;~;real;378
categorical_log;(ints y, vector theta);real;378
categorical_logit;~;real;378
categorical_logit_log;(ints y, vector beta);real;378
categorical_rng;(vector theta);int;378
cauchy;~;real;391
cauchy_ccdf_log;(reals y, reals mu, reals sigma);real;391
cauchy_cdf;(reals y, reals mu, reals sigma);real;391
cauchy_cdf_log;(reals y, reals mu, reals sigma);real;391
cauchy_log;(reals y, reals mu, reals sigma);real;391
cauchy_rng;(real mu, real sigma);real;391
cbrt;(real x);real;321
ceil;(real x);real;320
chi_square;~;real;396
chi_square_ccdf_log;(reals y, reals nu);real;396
chi_square_cdf;(reals y, reals nu);real;396
chi_square_cdf_log;(reals y, reals nu);real;396
chi_square_log;(reals y, reals nu);real;396
chi_square_rng;(real nu);real;396
cholesky_decompose;(matrix A);matrix;358
col;(matrix x, int n);vector;352
cols;(matrix x);int;341
cols;(row_vector x);int;341
cols;(vector x);int;341
columns_dot_product;(matrix x, matrix y);row_vector;346
columns_dot_product;(row_vector x, row_vector y);row_vector;346
columns_dot_product;(vector x, vector y);row_vector;346
columns_dot_self;(matrix x);row_vector;347
columns_dot_self;(row_vector x);row_vector;347
columns_dot_self;(vector x);row_vector;347
cos;(real x);real;323
cosh;(real x);real;324
crossprod;(matrix x);matrix;347
csr_extract_u;(matrix a);int[];362
csr_extract_v;(matrix a);int[];362
csr_extract_w;(matrix a);vector;362
csr_matrix_times_vector;(int m, int n, vector w int[] v, int[] u, vector b);vector;363
csr_to_dense_matrix;(int m, int n, int w, int v, int u);matrix;362
cumulative_sum;(real[] x);real[];355
cumulative_sum;(row_vector rv);row_vector;356
cumulative_sum;(vector v);vector;356
determinant;(matrix A);real;357
