# This file is semicolon delimited
StanFunction; Arguments; ReturnType; Page
Phi;(T x);R;433
Phi_approx;(T x);R;433
abs;(T x);R;416
abs;(int x);int;425
abs;(real x);real;425
acos;(T x);R;430
acosh;(T x);R;431
append_col;(matrix x, matrix y);matrix;462
append_col;(matrix x, vector y);matrix;462
append_col;(real x, row_vector y);row_vector;462
append_col;(row_vector x, real y);row_vector;462
append_col;(row_vector x, row_vector y);row_vector;462
append_col;(vector x, matrix y);matrix;462
append_col;(vector x, vector y);matrix;462
append_row;(matrix x, matrix y);matrix;462
append_row;(matrix x, row_vector y);matrix;462
append_row;(real x, vector y);vector;463
append_row;(row_vector x, matrix y);matrix;462
append_row;(row_vector x, row_vector y);matrix;463
append_row;(vector x, real y);vector;463
append_row;(vector x, vector y);vector;463
asin;(T x);R;430
asinh;(T x);R;431
atan2;(real x, real y);real;430
atan;(T x);R;430
atanh;(T x);R;431
bernoulli;~;real;486
bernoulli_cdf;(ints y, reals theta);real;486
bernoulli_lccdf;(ints y \textbar \ reals theta);real;486
bernoulli_lcdf;(ints y \textbar \ reals theta);real;486
bernoulli_logit;~;real;487
bernoulli_logit_lpmf;(ints y \textbar \ reals alpha);real;487
bernoulli_logit_rng;(real alpha);int;487
bernoulli_lpmf;(ints y \textbar \ reals theta);real;486
bernoulli_rng;(real theta);int;486
bessel_first_kind;(int v, real x);real;436
bessel_second_kind;(int v, real x);real;437
beta;~;real;521
beta_binomial;~;real;490
beta_binomial_cdf;(ints n, ints N, reals alpha, reals beta);real;490
beta_binomial_lccdf;(ints n \textbar \ ints N, reals alpha, reals beta);real;491
beta_binomial_lcdf;(ints n \textbar \ ints N, reals alpha, reals beta);real;491
beta_binomial_lpmf;(ints n \textbar \ ints N, reals alpha, reals beta);real;490
beta_binomial_rng;(int N, real alpha, real beta);int;491
beta_cdf;(reals theta, reals alpha, reals beta);real;521
beta_lccdf;(reals theta \textbar \ reals alpha, reals beta);real;521
beta_lcdf;(reals theta \textbar \ reals alpha, reals beta);real;521
beta_lpdf;(reals theta \textbar \ reals alpha, reals beta);real;521
beta_rng;(real alpha, real beta);real;522
binary_log_loss;(int y, real y_hat);real;433
binomial;~;real;488
binomial_cdf;(ints n, ints N, reals theta);real;488
binomial_coefficient_log;(real x, real y);real;436
binomial_lccdf;(ints n \textbar \ ints N, reals theta);real;489
binomial_lcdf;(ints n \textbar \ ints N, reals theta);real;489
binomial_logit;~;real;490
binomial_logit_lpmf;(ints n \textbar \ ints N, reals alpha);real;490
binomial_lpmf;(ints n \textbar \ ints N, reals theta);real;488
binomial_rng;(int N, real theta);int;489
block;(matrix x, int i, int j, int n_rows, int n_cols);matrix;460
categorical;~;real;492
categorical_logit;~;real;492
categorical_logit_lpmf;(ints y \textbar \ vector beta);real;492
categorical_lpmf;(ints y \textbar \ vector theta);real;492
categorical_rng;(vector theta);int;492
cauchy;~;real;505
cauchy_cdf;(reals y, reals mu, reals sigma);real;505
cauchy_lccdf;(reals y \textbar \ reals mu, reals sigma);real;505
cauchy_lcdf;(reals y \textbar \ reals mu, reals sigma);real;505
cauchy_lpdf;(reals y \textbar \ reals mu, reals sigma);real;505
cauchy_rng;(real mu, real sigma);real;505
cbrt;(T x);R;427
ceil;(T x);R;427
chi_square;~;real;510
chi_square_cdf;(reals y, reals nu);real;510
chi_square_lccdf;(reals y \textbar \ reals nu);real;510
chi_square_lcdf;(reals y \textbar \ reals nu);real;510
chi_square_lpdf;(reals y \textbar \ reals nu);real;510
chi_square_rng;(real nu);real;510
cholesky_decompose;(matrix A);matrix;469
choose;(int x, int y);int;436
col;(matrix x, int n);vector;460
cols;(matrix x);int;449
cols;(row_vector x);int;449
cols;(vector x);int;449
columns_dot_product;(matrix x, matrix y);row_vector;454
columns_dot_product;(row_vector x, row_vector y);row_vector;454
columns_dot_product;(vector x, vector y);row_vector;454
columns_dot_self;(matrix x);row_vector;455
columns_dot_self;(row_vector x);row_vector;454
columns_dot_self;(vector x);row_vector;454
cos;(T x);R;429
cosh;(T x);R;431
cov_exp_quad;(real[] x, real sigma, real l);matrix;464
cov_exp_quad;(real[] x1, real[] x2 real sigma, real l);matrix;465
cov_exp_quad;(row_vectors x, real sigma, real l);matrix;464
cov_exp_quad;(row_vectors x1, row_vectors x2 real sigma, real l);matrix;465
cov_exp_quad;(vectors x, real sigma, real l);matrix;464
cov_exp_quad;(vectors x1, vectors x2 real sigma, real l);matrix;465
crossprod;(matrix x);matrix;455
csr_extract_u;(matrix a);int[];472
