# This file is semicolon delimited
StanFunction; Arguments; ReturnType; Page
Phi;(real x);real;338
Phi_approx;(real x);real;339
abs;(int x);int;323
abs;(real x);real;331
acos;(real x);real;336
acosh;(real x);real;337
append_col;(matrix x, matrix y);matrix;366
append_col;(matrix x, vector y);matrix;366
append_col;(row_vector x, row_vector y);row_vector;366
append_col;(vector x, matrix y);matrix;366
append_col;(vector x, vector y);matrix;366
append_row;(matrix x, matrix y);matrix;366
append_row;(matrix x, row_vector y);matrix;366
append_row;(row_vector x, matrix y);matrix;366
append_row;(row_vector x, row_vector y);matrix;366
append_row;(vector x, vector y);vector;367
asin;(real x);real;336
asinh;(real x);real;337
atan2;(real x, real y);real;336
atan;(real x);real;336
atanh;(real x);real;337
bernoulli;~;real;384
bernoulli_ccdf_log;(ints y, reals theta);real;384
bernoulli_cdf;(ints y, reals theta);real;384
bernoulli_cdf_log;(ints y, reals theta);real;384
bernoulli_log;(ints y, reals theta);real;384
bernoulli_logit;~;real;385
bernoulli_logit_log;(ints y, reals alpha);real;385
bernoulli_rng;(real theta);int;384
bessel_first_kind;(int v, real x);real;341
bessel_second_kind;(int v, real x);real;342
beta;~;real;419
beta_binomial;~;real;388
beta_binomial_ccdf_log;(ints n, ints N, reals alpha, reals beta);real;389
beta_binomial_cdf;(ints n, ints N, reals alpha, reals beta);real;388
beta_binomial_cdf_log;(ints n, ints N, reals alpha, reals beta);real;389
beta_binomial_log;(ints n, ints N, reals alpha, reals beta);real;388
beta_binomial_rng;(int N, real alpha, real beta);int;389
beta_ccdf_log;(reals theta, reals alpha, reals beta);real;419
beta_cdf;(reals theta, reals alpha, reals beta);real;419
beta_cdf_log;(reals theta, reals alpha, reals beta);real;419
beta_log;(reals theta, reals alpha, reals beta);real;419
beta_rng;(real alpha, real beta);real;420
binary_log_loss;(int y, real y_hat);real;339
binomial;~;real;386
binomial_ccdf_log;(ints n, ints N, reals theta);real;387
binomial_cdf;(ints n, ints N, reals theta);real;386
binomial_cdf_log;(ints n, ints N, reals theta);real;387
binomial_coefficient_log;(real x, real y);real;341
binomial_log;(ints n, ints N, reals theta);real;386
binomial_logit;~;real;388
binomial_logit_log;(ints n, ints N, reals alpha);real;388
binomial_rng;(int N, real theta);int;387
block;(matrix x, int i, int j, int n_rows, int n_cols);matrix;364
categorical;~;real;390
categorical_log;(ints y, vector theta);real;390
categorical_logit;~;real;390
categorical_logit_log;(ints y, vector beta);real;390
categorical_rng;(vector theta);int;390
cauchy;~;real;403
cauchy_ccdf_log;(reals y, reals mu, reals sigma);real;403
cauchy_cdf;(reals y, reals mu, reals sigma);real;403
cauchy_cdf_log;(reals y, reals mu, reals sigma);real;403
cauchy_log;(reals y, reals mu, reals sigma);real;403
cauchy_rng;(real mu, real sigma);real;403
cbrt;(real x);real;333
ceil;(real x);real;332
chi_square;~;real;408
chi_square_ccdf_log;(reals y, reals nu);real;408
chi_square_cdf;(reals y, reals nu);real;408
chi_square_cdf_log;(reals y, reals nu);real;408
chi_square_log;(reals y, reals nu);real;408
chi_square_rng;(real nu);real;408
cholesky_decompose;(matrix A);matrix;370
col;(matrix x, int n);vector;364
cols;(matrix x);int;353
cols;(row_vector x);int;353
cols;(vector x);int;353
columns_dot_product;(matrix x, matrix y);row_vector;358
columns_dot_product;(row_vector x, row_vector y);row_vector;358
columns_dot_product;(vector x, vector y);row_vector;358
columns_dot_self;(matrix x);row_vector;359
columns_dot_self;(row_vector x);row_vector;359
columns_dot_self;(vector x);row_vector;359
cos;(real x);real;335
cosh;(real x);real;336
crossprod;(matrix x);matrix;359
csr_extract_u;(matrix a);int[];374
csr_extract_v;(matrix a);int[];374
csr_extract_w;(matrix a);vector;374
csr_matrix_times_vector;(int m, int n, vector w int[] v, int[] u, vector b);vector;375
csr_to_dense_matrix;(int m, int n, matrix w, int v, int u);matrix;374
cumulative_sum;(real[] x);real[];367
cumulative_sum;(row_vector rv);row_vector;368
cumulative_sum;(vector v);vector;368
determinant;(matrix A);real;369
diag_matrix;(vector x);matrix;364
diag_post_multiply;(matrix m, row_vector rv);matrix;361
diag_post_multiply;(matrix m, vector v);matrix;361
diag_pre_multiply;(row_vector rv, matrix m);matrix;360
diag_pre_multiply;(vector v, matrix m);matrix;360
diagonal;(matrix x);vector;364
digamma;(real x);real;340
dims;(T x);int[];349
dirichlet;~;real;431
dirichlet_log;(vector theta, vector alpha);real;431
dirichlet_rng;(vector alpha);vector;431
distance;(row_vector x, row_vector y);real;348
distance;(row_vector x, vector y);real;348
distance;(vector x, row_vector y);real;348
distance;(vector x, vector y);real;348
dot_product;(row_vector x, row_vector y);real;358
dot_product;(row_vector x, vector y);real;358
dot_product;(vector x, row_vector y);real;358
dot_product;(vector x, vector y);real;358
dot_self;(row_vector x);real;359
dot_self;(vector x);real;359
double_exponential;~;real;404
double_exponential_ccdf_log;(reals y, reals mu, reals sigma);real;404
double_exponential_cdf;(reals y, reals mu, reals sigma);real;404
double_exponential_cdf_log;(reals y, reals mu, reals sigma);real;404
double_exponential_log;(reals y, reals mu, reals sigma);real;404
double_exponential_rng;(real mu, real sigma);real;404
e;();real;324
eigenvalues_sym;(matrix A);vector;369
eigenvectors_sym;(matrix A);matrix;369
erf;(real x);real;338
erfc;(real x);real;338
exp2;(real x);real;334
exp;(matrix x);matrix;358
exp;(real x);real;333
exp;(row_vector x);row_vector;358
exp;(vector x);vector;358
exp_mod_normal;~;real;400
exp_mod_normal_ccdf_log;(reals y, reals mu, reals sigma, reals lambda);real;400
exp_mod_normal_cdf;(reals y, reals mu, reals sigma, reals lambda);real;400
exp_mod_normal_cdf_log;(reals y, reals mu, reals sigma, reals lambda);real;400
exp_mod_normal_log;(reals y, reals mu, reals sigma, reals lambda);real;400
exp_mod_normal_rng;(real mu, real sigma, real lambda);real;400
expm1;(real x);real;343
exponential;~;real;410
exponential_ccdf_log;(reals y, reals beta);real;411
exponential_cdf;(reals y, reals beta);real;411
exponential_cdf_log;(reals y, reals beta);real;411
exponential_log;(reals y, reals beta);real;410
exponential_rng;(real beta);real;411
fabs;(real x);real;331
falling_factorial;(real x, real n);real;343
fdim;(real x, real y);real;331
floor;(real x);real;332
fma;(real x, real y, real z);real;344
fmax;(real x, real y);real;332
fmin;(real x, real y);real;331
fmod;(real x, real y);real;332
frechet;~;real;414
frechet_ccdf_log;(reals y, reals alpha, reals sigma);real;414
frechet_cdf;(reals y, reals alpha, reals sigma);real;414
frechet_cdf_log;(reals y, reals alpha, reals sigma);real;414
frechet_log;(reals y, reals alpha, reals sigma);real;414
frechet_rng;(real alpha, real sigma);real;414
gamma;~;real;411
gamma_ccdf_log;(reals y, reals alpha, reals beta);real;412
gamma_cdf;(reals y, reals alpha, reals beta);real;411
gamma_cdf_log;(reals y, reals alpha, reals beta);real;411
gamma_log;(reals y, reals alpha, reals beta);real;411
gamma_p;(real a, real z);real;341
gamma_q;(real a, real z);real;341
gamma_rng;(real alpha, real beta);real;412
gaussian_dlm_obs;~;real;429
gaussian_dlm_obs_log;(matrix y, matrix F, matrix G, matrix V matrix W, vector m0, matrix C0);real;430
gaussian_dlm_obs_log;(matrix y, matrix F, matrix G, vector V matrix W, vector m0, matrix C0);real;430
get_lp;();real;325
gumbel;~;real;405
gumbel_ccdf_log;(reals y, reals mu, reals beta);real;406
gumbel_cdf;(reals y, reals mu, reals beta);real;406
gumbel_cdf_log;(reals y, reals mu, reals beta);real;406
gumbel_log;(reals y, reals mu, reals beta);real;406
gumbel_rng;(real mu, real beta);real;406
head;(T[] sv, int n);T[];365
head;(row_vector rv, int n);row_vector;365
head;(vector v, int n);vector;365
hypergeometric;~;real;389
hypergeometric_log;(int n, int N, int a, int b);real;389
hypergeometric_rng;(int N, real a, real b);int;389
hypot;(real x, real y);real;335
if_else;(int cond, real x, real y);real;328
increment_log_prob;(T lp);void;319
int_step;(int x);int;323
int_step;(real x);int;323
inv;(real x);real;334
inv_chi_square;~;real;409
inv_chi_square_ccdf_log;(reals y, reals nu);real;409
inv_chi_square_cdf;(reals y, reals nu);real;409
inv_chi_square_cdf_log;(reals y, reals nu);real;409
inv_chi_square_log;(reals y, reals nu);real;409
inv_chi_square_rng;(real nu);real;409
inv_cloglog;(real y);real;338
inv_gamma;~;real;412
inv_gamma_ccdf_log;(reals y, reals alpha, reals beta);real;412
inv_gamma_cdf;(reals y, reals alpha, reals beta);real;412
inv_gamma_cdf_log;(reals y, reals alpha, reals beta);real;412
inv_gamma_log;(reals y, reals alpha, reals beta);real;412
inv_gamma_rng;(real alpha, real beta);real;412
inv_logit;(real y);real;338
inv_phi;(real p);real;339
inv_sqrt;(real x);real;335
inv_square;(real x);real;335
inv_wishart;~;real;436
inv_wishart_log;(matrix W, real nu, matrix Sigma);real;436
inv_wishart_rng;(real nu, matrix Sigma);matrix;436
inverse;(matrix A);matrix;369
inverse_spd;(matrix A);matrix;369
is_inf;(real x);int;329
is_nan;(real x);int;329
lbeta;(real alpha, real beta);real;340
lgamma;(real x);real;340
lkj_corr;~;real;433
lkj_corr_cholesky;~;real;434
lkj_corr_cholesky_log;(matrix L, real eta);real;434
lkj_corr_cholesky_rng;(int K, real eta);matrix;434
lkj_corr_log;(matrix y, real eta);real;433
lkj_corr_rng;(int K, real eta);matrix;433
lmgamma;(int n, real x);real;341
log10;();real;324
log10;(real x);real;334
log1m;(real x);real;344
log1m_exp;(real x);real;344
log1m_inv_logit;(real x);real;345
log1p;(real x);real;344
log1p_exp;(real x);real;344
log2;();real;324
log2;(real x);real;334
log;(matrix x);matrix;358
log;(real x);real;334
log;(row_vector x);row_vector;358
log;(vector x);vector;357
log_determinant;(matrix A);real;369
log_diff_exp;(real x, real y);real;345
log_falling_factorial;(real x, real n);real;343
log_inv_logit;(real x);real;345
log_mix;(real theta, real lp1, real lp2);real;345
log_rising_factorial;(real x, real n);real;343
log_softmax;(vector x);vector;367
log_sum_exp;(matrix x);real;361
log_sum_exp;(real x, real y);real;345
log_sum_exp;(real x[]);real;347
log_sum_exp;(row_vector x);real;361
log_sum_exp;(vector x);real;361
logistic;~;real;405
logistic_ccdf_log;(reals y, reals mu, reals sigma);real;405
logistic_cdf;(reals y, reals mu, reals sigma);real;405
logistic_cdf_log;(reals y, reals mu, reals sigma);real;405
logistic_log;(reals y, reals mu, reals sigma);real;405
logistic_rng;(real mu, real sigma);real;405
logit;(real x);real;337
lognormal;~;real;407
lognormal_ccdf_log;(reals y, reals mu, reals sigma);real;407
lognormal_cdf;(reals y, reals mu, reals sigma);real;407
lognormal_cdf_log;(reals y, reals mu, reals sigma);real;407
lognormal_log;(reals y, reals mu, reals sigma);real;407
lognormal_rng;(real mu, real beta);real;407
machine_precision;();real;324
max;(int x, int y);int;323
max;(int x[]);int;346
max;(matrix x);real;361
max;(real x[]);real;346
max;(row_vector x);real;361
max;(vector x);real;361
mdivide_left_tri_low;(matrix A, matrix B);matrix;369
mdivide_left_tri_low;(matrix A, vector B);vector;369
mdivide_right_tri_low;(matrix B, matrix A);matrix;368
mdivide_right_tri_low;(row_vector B, matrix A);row_vector;368
mean;(matrix x);real;362
mean;(real x[]);real;347
mean;(row_vector x);real;362
mean;(vector x);real;362
min;(int x, int y);int;323
min;(int x[]);int;346
min;(matrix x);real;361
min;(real x[]);real;346
min;(row_vector x);real;361
min;(vector x);real;361
modified_bessel_first_kind;(int v, real z);real;342
modified_bessel_second_kind;(int v, real z);real;342
multi_gp;~;real;427
multi_gp_cholesky;~;real;428
multi_gp_cholesky_log;(matrix y, matrix L, vector w);real;428
multi_gp_log;(matrix y, matrix Sigma, vector w);real;427
multi_normal;~;real;424
multi_normal_cholesky;~;real;426
multi_normal_cholesky_log;(row_vectors y, row_vectors mu, matrix L);real;426
multi_normal_cholesky_log;(row_vectors y, vectors mu, matrix L);real;426
multi_normal_cholesky_log;(vectors y, row_vectors mu, matrix L);real;426
multi_normal_cholesky_log;(vectors y, vectors mu, matrix L);real;426
multi_normal_cholesky_rng;(vector mu, matrix L);vector;426
multi_normal_log;(row_vectors y, row_vectors mu, matrix Sigma);real;425
multi_normal_log;(row_vectors y, vectors mu, matrix Sigma);real;424
