0,0.390266,0.327604,0.28213,15.4424,-8.74608,-4.37328,13.3962,4.28526,-14.1582,27.0446,13.7205,23.7256,12.5768,5.67869,13.5856
0,0.389127,0.326567,0.284306,16.686,-8.70137,-5.3695,12.9092,4.54034,-14.5807,27.5082,14.4859,22.7145,12.7492,5.8255,13.7549
0,0.390691,0.327621,0.281688,16.1627,-8.14863,-5.45257,11.8021,4.62937,-14.516,27.2731,13.9306,23.4366,13.6167,5.86293,12.9456
0,0.391095,0.326026,0.282878,16.7437,-8.32464,-4.85603,12.4751,4.66426,-14.819,27.9147,14.164,23.6731,11.862,5.6164,15.5232
0,0.390459,0.330801,0.278739,15.1964,-8.1722,-5.38361,13.0672,4.41416,-14.6751,28.5274,13.4019,23.4103,12.4918,5.52972,13.1375
0,0.391361,0.327596,0.281043,15.1444,-8.0161,-4.88641,12.6546,4.44279,-15.1329,27.4514,14.2451,23.8577,12.67,5.71145,13.8672
0,0.392096,0.328026,0.279878,15.449,-8.04911,-5.47021,11.2186,4.4107,-14.26,27.9019,14.2407,23.0647,13.8167,5.65922,12.5773
0,0.390765,0.328976,0.280258,15.6024,-7.87501,-4.67304,12.7801,4.61205,-14.8699,27.2427,13.0785,22.6865,13.433,5.66722,12.8305
0,0.391077,0.328636,0.280287,15.8843,-8.20743,-4.83583,13.4324,4.2913,-15.2369,28.1387,14.1338,23.678,11.8,5.87107,12.1862
0,0.392162,0.326823,0.281015,15.8822,-8.28782,-5.53479,13.7372,4.33752,-14.6319,27.1432,13.3887,23.6387,13.7751,5.82461,15.0039
0,0.388747,0.331823,0.27943,14.9482,-8.386,-5.40257,12.1346,4.41808,-14.8289,26.9211,14.2477,22.1051,13.1896,5.54749,15.695
0,0.39178,0.328818,0.279402,15.5908,-8.30451,-5.30124,13.1905,4.55252,-14.6919,27.3039,14.14,23.1132,12.1638,5.82319,12.7065
0,0.38839,0.328582,0.283028,15.929,-8.39425,-5.02152,13.4351,4.45876,-14.6257,26.6035,13.9896,23.464,13.6713,5.7626,15.268
0,0.391086,0.328097,0.280817,15.3694,-8.85727,-5.10161,12.8941,4.42817,-14.6344,27.9004,14.2732,22.5976,14.1099,5.47313,11.3643
0,0.390397,0.32943,0.280173,15.446,-8.08707,-5.74557,12.8228,4.62852,-14.1609,27.053,14.3841,22.999,12.7854,5.65068,12.3003
0,0.391136,0.328363,0.280501,15.8346,-8.51891,-6.17808,11.8467,4.60515,-14.4076,27.6848,14.5926,23.249,14.2585,5.571,14.4408
0,0.391524,0.328582,0.279895,15.8841,-8.7888,-5.62783,12.1781,4.36305,-14.1525,27.8392,14.1803,23.5203,12.9469,5.60975,13.3927
0,0.392066,0.329451,0.278482,16.4668,-7.96159,-5.46893,11.0282,4.36884,-14.3785,27.0213,14.3132,22.2376,13.0112,5.82862,13.5687
0,0.390515,0.326576,0.28291,15.9086,-8.43046,-5.33268,12.1332,4.24078,-14.5597,27.4405,14.8051,22.7477,12.8973,5.63613,11.6546
0,0.390736,0.328185,0.28108,16.9928,-8.48597,-5.60081,12.6631,4.2688,-14.9214,27.2278,13.7656,23.8855,13.5442,5.86509,12.4453
0,0.39133,0.327886,0.280784,16.9586,-8.511,-5.36931,12.8585,4.61878,-14.9405,27.5543,14.3595,22.7692,13.2465,5.68114,12.1639
0,0.390195,0.328773,0.281032,15.6322,-8.26753,-5.24692,12.9418,4.32568,-14.7997,27.3721,13.9667,23.127,13.2455,5.82036,13.4924
0,0.388886,0.327346,0.283768,16.0819,-8.16972,-4.64516,12.4883,4.57022,-14.0486,27.1721,14.063,23.8456,13.812,5.60217,13.5068
0,0.390947,0.328705,0.280348,15.2604,-8.56388,-5.47118,13.2138,4.53998,-14.7472,27.4796,14.3074,23.5734,12.9321,5.79215,12.8996
0,0.391706,0.326289,0.282005,15.8656,-8.81081,-5.49625,12.7594,4.32936,-14.5763,27.0065,14.5389,23.4266,13.5481,5.61067,15.9398
