0, 0.007654
1, 0.009863
2, 0.012026
3, 0.015625
4, 0.024259
5, 0.039457
6, 0.061662
7, 0.06898
8, 0.084284
9, 0.11427
10, 0.129145
11, 0.144071
12, 0.203824
13, 0.262859
14, 0.27397
15, 0.631917
16, 0.876193
17, 1.03622
18, 1.15618
19, 1.27478
20, 1.28234
21, 2.289
22, 2.79225
23, 2.91062
24, 3.1496
25, 3.66789
26, 3.68261
27, 3.81495
28, 4.06665
29, 4.19168
30, 4.19897
31, 4.92851
32, 5.10881
33, 5.12349
34, 5.35831
35, 5.59311
36, 5.71055
37, 6.67051
38, 7.18549
39, 7.35461
40, 7.36956
41, 7.86777
42, 8.14017
43, 8.1707
44, 8.35483
45, 9.3647
46, 10.3769
47, 10.8566
48, 11.1197
49, 11.1335
50, 11.2375
51, 11.751
52, 11.9924
53, 12.0038
54, 12.1002
55, 12.4538
56, 12.6898
57, 12.7197
58, 12.7273
59, 12.7423
60, 12.8465
61, 13.1441
62, 13.2497
63, 13.2571
64, 13.7361
65, 13.9321
66, 14.187
67, 14.3877
68, 14.8622
69, 15.1714
70, 15.4845
71, 15.7973
72, 16.0333
73, 16.2833
74, 16.3878
75, 16.4027
76, 17.3765
77, 17.8532
78, 18.3344
79, 18.5712
80, 18.6228
81, 19.0978
82, 19.3348
83, 19.8169
84, 19.8466
85, 20.0834
86, 20.3484
87, 20.6816
88, 20.6854
89, 21.6549
90, 21.7141
91, 21.9499
92, 22.1565
93, 22.1866
94, 22.2236
95, 22.2533
96, 22.3124
97, 22.46
98, 22.6085
99, 22.6683
100, 22.6759
101, 22.6799
102, 22.6961
103, 22.711
104, 22.7183
105, 22.7329
106, 22.7475
107, 22.7548
108, 22.7841
109, 22.7987
110, 22.8133
111, 22.8206
112, 22.8352
113, 22.8425
114, 22.8497
115, 22.8569
116, 22.8605
117, 22.9261
118, 22.9556
119, 22.9702
120, 22.9774
121, 22.981
122, 23.0103
123, 23.0396
124, 23.0548
125, 23.0694
126, 23.0766
127, 23.1061
128, 23.1208
129, 23.128
130, 23.1574
131, 23.1881
132, 23.1985
133, 23.2167
134, 23.2319
135, 23.2394
136, 23.2467
137, 23.276
138, 23.2907
139, 23.2979
140, 23.3052
141, 23.3124
142, 23.3711
143, 23.3857
144, 23.4003
145, 23.4076
146, 23.4112
147, 23.4405
148, 23.4551
149, 23.4815
150, 23.4851
151, 23.4887
152, 23.5181
153, 23.5474
154, 23.562
155, 23.5766
156, 23.6059
157, 23.6206
158, 23.6278
159, 23.6351
160, 23.6423
161, 23.6496
162, 23.6789
163, 23.6935
164, 23.7081
165, 23.7227
166, 23.73
167, 23.7372
168, 23.7445
169, 23.7598
170, 23.7676
171, 23.7826
172, 23.7863
173, 23.8455
174, 23.8751
175, 23.8898
176, 23.9044
177, 23.9116
178, 23.9409
179, 23.9702
180, 23.9848
181, 23.9994
182, 24.0141
183, 24.0217
184, 24.0289
185, 24.0438
186, 24.0511
187, 24.0583
188, 24.0656
189, 24.0951
190, 24.1097
191, 24.1243
192, 24.1389
193, 24.1462
194, 24.1534
195, 24.168
196, 24.1754
197, 24.19
198, 24.1972
199, 24.2119
200, 24.2191
201, 24.2337
202, 24.2411
203, 24.2483
204, 24.2776
205, 24.2923
206, 24.3074
207, 24.3221
208, 24.3293
209, 24.3443
210, 24.3589
211, 24.3662
212, 24.3734
213, 24.388
214, 24.4026
215, 24.4098
216, 24.4244
217, 24.439
218, 24.4463
219, 24.4609
220, 24.4681
221, 24.4974
222, 24.5121
223, 24.5194
224, 24.5266
225, 24.5413
226, 24.5488
227, 24.5637
228, 24.5712
229, 24.6008
230, 24.6154
231, 24.63
232, 24.6373
233, 24.6446
234, 24.6518
235, 24.6811
236, 24.6958
237, 24.7104
238, 24.725
239, 24.7396
240, 24.7542
241, 24.7615
242, 24.7908
243, 24.8054
244, 24.8209
245, 24.8357
246, 24.8513
247, 24.8586
248, 24.8658
249, 24.8849
250, 24.8885
251, 24.8921
252, 24.9214
253, 24.9287
254, 24.9433
255, 25.002
256, 25.0313
257, 25.0386
258, 25.0532
259, 25.0678
260, 25.0825
261, 25.086
262, 25.1447
263, 25.1741
264, 25.1887
265, 25.2033
266, 25.2326
267, 25.2546
268, 25.2618
269, 25.3059
270, 25.3352
271, 25.3507
272, 25.3655
