0, 0.015705
1, 0.030718
2, 0.045965
3, 0.061081
4, 0.068569
5, 0.08332
6, 0.098066
7, 0.112811
8, 0.127554
9, 0.142295
10, 0.157525
11, 0.172364
12, 0.187134
13, 0.201963
14, 0.217033
15, 0.231779
16, 0.239388
17, 0.254232
18, 0.26923
19, 0.283946
20, 0.298655
21, 0.313524
22, 0.320827
23, 0.328205
24, 0.342988
25, 0.357699
26, 0.365002
27, 0.379782
28, 0.394491
29, 0.401737
30, 0.408987
31, 0.41623
32, 0.430819
33, 0.438062
34, 0.452645
35, 0.467232
36, 0.481816
37, 0.496423
38, 0.511013
39, 0.525791
40, 0.541108
41, 0.54853
42, 0.563299
43, 0.578048
44, 0.592795
45, 0.607543
46, 0.622288
47, 0.637033
48, 0.65178
49, 0.666699
50, 0.674079
51, 0.688824
52, 0.703644
53, 0.71102
54, 0.725767
55, 0.740512
56, 0.755257
57, 0.770563
58, 0.785315
59, 0.800293
60, 0.807673
61, 0.822417
62, 0.829845
63, 0.844639
64, 0.859386
65, 0.866764
66, 0.881581
67, 0.896328
68, 0.911086
69, 0.91847
70, 0.933215
71, 0.947957
72, 0.962701
73, 0.977444
74, 0.992185
75, 1.00703
76, 1.01441
77, 1.02915
78, 1.03655
79, 1.05138
80, 1.06629
81, 1.08112
82, 1.09587
83, 1.11079
84, 1.12729
85, 1.14231
86, 1.15733
87, 1.17235
88, 1.18736
89, 1.20237
90, 1.21734
91, 1.23225
92, 1.24714
93, 1.26206
94, 1.26958
95, 1.28447
96, 1.29936
97, 1.31425
98, 1.32915
99, 1.34428
100, 1.36055
101, 1.36825
102, 1.38317
103, 1.39807
104, 1.41295
105, 1.42785
106, 1.44274
107, 1.45026
108, 1.45779
109, 1.47269
110, 1.48021
111, 1.4951
112, 1.51
113, 1.5249
114, 1.53978
115, 1.55468
116, 1.56221
117, 1.57711
118, 1.59201
119, 1.59953
120, 1.61441
121, 1.62931
122, 1.6442
123, 1.65909
124, 1.67399
125, 1.68888
126, 1.70378
127, 1.71867
128, 1.73356
129, 1.74845
130, 1.76334
131, 1.77823
132, 1.78575
133, 1.80065
134, 1.81553
135, 1.83043
136, 1.84532
137, 1.86022
138, 1.87512
139, 1.89001
140, 1.89753
141, 1.91242
142, 1.91995
143, 1.93484
144, 1.94974
145, 1.96463
146, 1.97953
147, 1.99443
148, 2.00932
149, 2.02423
150, 2.03912
151, 2.05563
152, 2.07142
153, 2.08647
154, 2.09401
155, 2.10961
156, 2.12513
157, 2.13987
158, 2.15451
159, 2.16913
160, 2.18376
161, 2.19876
162, 2.21366
163, 2.22133
164, 2.23608
165, 2.25072
166, 2.26535
167, 2.28009
168, 2.29476
169, 2.30939
170, 2.32402
171, 2.33864
172, 2.35327
173, 2.3679
174, 2.38253
175, 2.38978
176, 2.4044
177, 2.41902
178, 2.42627
179, 2.44089
180, 2.45552
181, 2.46277
182, 2.47739
183, 2.49292
184, 2.50794
185, 2.52299
186, 2.53789
187, 2.55278
188, 2.56785
189, 2.58279
190, 2.59768
191, 2.61258
192, 2.62748
193, 2.64237
194, 2.65728
195, 2.6722
196, 2.68709
197, 2.70199
198, 2.71688
199, 2.73179
200, 2.74668
201, 2.76157
202, 2.77647
203, 2.78399
204, 2.79888
205, 2.81378
206, 2.82867
207, 2.84357
208, 2.85109
209, 2.86601
210, 2.88091
211, 2.8958
212, 2.9107
213, 2.92559
214, 2.94048
215, 2.95537
216, 2.97027
217, 2.9852
218, 3.00072
219, 3.01591
220, 3.03407
221, 3.04885
222, 3.0635
223, 3.08095
224, 3.09883
225, 3.11492
226, 3.13011
227, 3.14488
228, 3.15214
229, 3.16985
230, 3.18495
231, 3.19964
232, 3.21423
233, 3.22931
234, 3.2439
235, 3.25849
236, 3.27316
237, 3.2804
238, 3.29524
239, 3.30982
240, 3.32442
241, 3.33901
242, 3.3536
243, 3.36818
244, 3.37543
245, 3.39027
246, 3.3977
247, 3.4123
248, 3.42689
249, 3.44173
250, 3.45631
251, 3.47098
252, 3.48556
253, 3.4928
254, 3.5076
255, 3.52501
256, 3.53991
257, 3.55468
258, 3.56943
259, 3.57675
260, 3.5915
261, 3.59881
262, 3.61355
263, 3.62831
264, 3.64306
265, 3.65036
266, 3.66512
267, 3.67986
268, 3.69462
269, 3.70936
270, 3.72411
271, 3.73926
272, 3.7559
273, 3.77081
274, 3.78571
275, 3.80061
276, 3.8155
277, 3.82302
278, 3.83055
279, 3.83807
280, 3.85296
281, 3.86048
282, 3.86801
283, 3.8829
284, 3.89042
285, 3.90532
286, 3.92021
287, 3.9351
288, 3.94999
289, 3.96489
290, 3.97241
291, 3.98731
292, 3.99485
293, 4.00975
294, 4.02464
295, 4.03953
296, 4.05442
297, 4.06315
298, 4.07981
299, 4.09499
300, 4.11
301, 4.12494
302, 4.13959
303, 4.15421
304, 4.16884
305, 4.18346
306, 4.19808
307, 4.21271
308, 4.22733
309, 4.24195
310, 4.25657
311, 4.27119
312, 4.28581
313, 4.30043
314, 4.30768
315, 4.3223
316, 4.33692
317, 4.35156
318, 4.35882
319, 4.37345
320, 4.3807
321, 4.39534
322, 4.40997
323, 4.41721
324, 4.43184
325, 4.43909
326, 4.45371
327, 4.46834
328, 4.48296
329, 4.49768
330, 4.51237
331, 4.52702
332, 4.54167
333, 4.55631
334, 4.57093
335, 4.58556
336, 4.60019
337, 4.61481
338, 4.62943
339, 4.63668
340, 4.6513
341, 4.66593
342, 4.68055
343, 4.69517
344, 4.70242
345, 4.71704
346, 4.73166
347, 4.74628
348, 4.76091
349, 4.76816
350, 4.78278
351, 4.79742
352, 4.81204
353, 4.82666
354, 4.84128
355, 4.85591
356, 4.87053
357, 4.88515
358, 4.89977
359, 4.91439
360, 4.92901
361, 4.94363
362, 4.95825
363, 4.97287
364, 4.9875
365, 5.00213
366, 5.01681
367, 5.03144
368, 5.04606
369, 5.06069
370, 5.07531
371, 5.08993
372, 5.10454
373, 5.11916
374, 5.13378
375, 5.1484
376, 5.15565
377, 5.17027
378, 5.17753
379, 5.19215
380, 5.20677
381, 5.22139
382, 5.236
383, 5.25067
384, 5.2661
385, 5.28124
386, 5.29611
387, 5.31114
388, 5.326
389, 5.34094
390, 5.3558
391, 5.36324
392, 5.37818
393, 5.39304
394, 5.40791
395, 5.42278
396, 5.43971
397, 5.45744
398, 5.47334
399, 5.4905
400, 5.50875
401, 5.52428
402, 5.53959
403, 5.55471
404, 5.5649
405, 5.57259
406, 5.58085
407, 5.5959
408, 5.61121
409, 5.61879
410, 5.63463
411, 5.65028
412, 5.65795
413, 5.67493
414, 5.69191
415, 5.70972
416, 5.72758
417, 5.74488
418, 5.75965
419, 5.77452
420, 5.78979
421, 5.80487
422, 5.821
423, 5.82832
424, 5.8437
425, 5.85169
426, 5.86826
427, 5.88732
428, 5.90266
429, 5.91251
430, 5.92791
431, 5.94275
432, 5.95803
433, 5.97504
434, 5.99104
435, 6.00599
436, 6.021
437, 6.03594
438, 6.04352
439, 6.05852
440, 6.07642
441, 6.09383
442, 6.11413
443, 6.13077
444, 6.14796
