0,0.375788,0.322338,0.301875,13.0875,-7.44445,-5.08438,7.72312,4.39629,-11.5563,16.7668,8.61576,17.7103,21.3194,5.9168,14.7085
0,0.374127,0.333717,0.292156,13.4884,-7.4006,-6.3681,10.4002,5.11746,-11.713,16.758,8.76551,19.8392,21.5559,5.5418,16.8132
0,0.378535,0.324083,0.297382,12.6213,-6.90329,-6.09891,7.27293,4.50887,-11.4919,17.1569,8.65251,19.6359,21.526,5.61834,12.4485
0,0.379418,0.329646,0.290936,16.6283,-7.94745,-6.65625,8.68327,4.95968,-11.2884,16.3503,8.70454,18.2995,20.5213,5.9608,17.8699
0,0.379842,0.323261,0.296897,14.3599,-8.06543,-5.72495,6.00922,4.49621,-10.9375,15.9537,8.69297,18.0999,20.4093,5.73312,12.5369
0,0.377651,0.32806,0.294289,16.0397,-6.91594,-7.94853,9.80129,4.50141,-11.2408,17.0678,8.74841,17.5137,21.4624,5.76488,14.3279
0,0.378586,0.322782,0.298632,15.833,-8.23835,-7.62768,7.70957,4.13395,-11.4645,16.7585,8.68633,18.7226,21.016,5.80217,17.4712
0,0.377886,0.325702,0.296413,16.6474,-7.60781,-8.19856,10.6339,4.18791,-11.1383,16.4286,8.71194,17.2596,20.7917,5.90034,14.5333
0,0.375816,0.329355,0.294829,15.3614,-8.14428,-7.26958,8.12242,4.3812,-11.7107,16.7425,8.5882,18.902,20.3466,5.77401,14.2761
0,0.38077,0.32574,0.29349,14.7294,-8.48776,-6.64829,6.70902,5.21103,-11.0262,16.8324,8.61087,17.6693,20.8218,5.42997,12.0641
0,0.374923,0.329612,0.295465,17.8801,-7.1657,-6.86606,6.66686,4.1943,-10.7818,16.7612,8.63871,18.4464,22.1983,5.61227,17.7562
0,0.375437,0.326924,0.29764,16.1599,-7.4526,-7.36282,10.2701,4.77234,-10.9368,17.0056,8.69915,17.9614,21.287,5.52314,12.4357
0,0.370545,0.331561,0.297894,11.4014,-6.91753,-7.13096,8.88912,4.82184,-11.3689,16.0333,8.71022,17.819,21.8739,5.84207,16.9817
0,0.370978,0.328155,0.300867,17.7913,-7.83668,-8.46539,8.65888,5.15583,-11.5701,17.0091,8.72253,17.8023,21.5798,5.66136,18.018
0,0.376625,0.323914,0.299461,14.5084,-7.89829,-7.3497,8.81586,4.73986,-11.5099,17.0151,8.5551,21.4189,22.2623,5.63416,13.4434
0,0.374931,0.329593,0.295476,12.7964,-7.19481,-9.0484,8.41483,4.4607,-10.9719,15.8706,8.68346,18.6675,21.3686,5.77634,15.3977
0,0.378379,0.32824,0.293381,15.0004,-7.64855,-6.58379,5.83246,5.12627,-11.362,16.8851,8.69987,18.2718,20.6465,5.63927,14.5261
0,0.376028,0.327871,0.296101,11.1605,-7.01464,-7.60534,8.60879,4.36865,-11.5507,16.7457,8.4784,19.6519,21.2935,6.10933,16.5131
0,0.379132,0.320933,0.299935,16.2842,-7.71812,-6.99395,9.20282,4.17756,-11.2145,16.4438,8.6324,17.4076,20.7129,5.75145,11.4386
0,0.369111,0.331358,0.299531,16.5954,-7.03404,-5.90312,5.31247,4.0376,-12.1434,16.3056,8.84035,18.441,21.6226,5.91862,13.8962
0,0.373549,0.328399,0.298052,14.7667,-7.78283,-6.41044,7.21474,4.95213,-11.44,16.6022,8.73633,20.2106,20.8318,5.50354,16.4877
0,0.371335,0.328661,0.300004,14.9038,-8.01836,-7.65825,6.3054,4.38089,-10.7213,16.336,8.7891,21.1928,20.6074,5.72122,16.9231
0,0.377355,0.3226,0.300044,13.242,-9.65911,-6.8721,7.9375,4.52804,-11.3752,16.8678,8.42298,18.6744,21.0723,5.62379,14.3245
0,0.37286,0.330067,0.297073,15.5667,-7.41435,-6.98809,7.53365,4.59241,-11.1999,16.5601,8.6623,20.2766,22.0355,5.93492,14.1702
0,0.373577,0.326841,0.299582,13.6063,-8.09581,-6.53465,9.57837,4.74886,-11.6733,16.4105,8.9338,17.3481,21.9866,5.64344,14.951
